Age,Annual Income,Occupation,AccountBalance,credit_score,Gender,Education,Active_loans,Bank_Products,Fixed Deposit,Tenure,LastMonthTrans,Networth,Married,Dependents,Vehicle,House
31,80826,Business,6510,741.4458602357158,Female,Under Graduate,3,4,No,12,53,429411,no,0,yes,rented
39,249417,Salaried,6009,616.1668333183279,Female,Under Graduate,0,2,No,20,58,321127,yes,2,no,own
60,388867,Other,32778,706.2104497247738,Male,Post Graduate,2,6,Yes,17,42,231252,no,2,yes,owned
32,265159,Salaried,23816,807.125373230931,Female,Post Graduate,2,2,No,11,56,269616,no,1,no,rented
67,290946,Other,27673,671.9858112542386,Male,Post Graduate,1,2,Yes,4,12,403451,yes,2,no,owned
41,183733,Business,17464,722.5409057637959,Male,Post Graduate,3,5,Yes,21,38,381500,no,0,no,own
51,252916,Business,12597,649.2057563042449,Female,Post Graduate,1,4,Yes,29,59,258576,no,0,yes,owned
30,428245,Business,28271,689.5896266761198,Male,Under Graduate,0,1,No,1,13,60746,yes,0,yes,rented
37,80276,Salaried,5198,644.4706934547344,Male,Under Graduate,0,3,No,16,18,426216,no,0,no,own
68,276917,Salaried,15576,828.131503513246,Female,Graduate,3,3,No,35,34,661229,no,1,yes,rented
28,215465,Business,8127,698.522906371597,Female,Graduate,2,4,Yes,1,17,280630,yes,2,no,rented
65,246012,Housewife,6657,632.4363618220673,Male,Post Graduate,2,1,Yes,41,41,682357,yes,3,yes,owned
37,432134,Salaried,16568,841.9471247061668,Male,Graduate,1,6,No,2,32,452260,no,1,yes,rented
52,152321,Other,10277,626.2046545566543,Male,Under Graduate,2,6,Yes,16,24,568962,yes,0,no,owned
51,285703,Housewife,20740,757.328059694018,Male,Graduate,1,1,No,18,10,546159,yes,3,no,owned
58,68493,Other,6565,608.5745264593315,Female,Post Graduate,0,2,No,32,31,177885,no,2,yes,owned
55,264418,Business,9208,711.7719556346932,Male,Graduate,2,4,Yes,5,29,147431,yes,2,yes,owned
68,285163,Housewife,16424,769.3138861445899,Female,Post Graduate,1,5,No,42,24,297221,yes,3,yes,owned
67,353608,Business,34835,734.8207182619216,Female,Post Graduate,1,2,No,47,44,11178,yes,1,yes,owned
63,324923,Other,6932,790.7180735358332,Male,Post Graduate,2,2,No,8,54,692256,no,0,no,owned
35,485406,Housewife,19558,844.6614845867331,Male,Post Graduate,2,6,No,9,15,915310,no,1,yes,rented
44,404462,Housewife,13976,822.7396321848483,Female,Under Graduate,3,5,Yes,16,27,361401,no,2,no,rented
68,371144,Other,21352,667.1574568425156,Female,Graduate,3,4,Yes,49,56,446836,yes,1,no,owned
53,187620,Other,15825,656.0492320169645,Female,Post Graduate,1,5,Yes,9,53,461739,yes,2,no,rented
62,266751,Other,24570,785.3138881855161,Male,Graduate,1,6,No,9,47,542499,no,2,no,rented
40,175731,Salaried,16773,738.0000545335255,Male,Under Graduate,2,2,No,19,50,394138,no,0,no,own
47,133345,Other,8154,792.214634336874,Male,Under Graduate,3,5,Yes,7,47,331848,no,0,yes,rented
40,410037,Salaried,6095,736.1113819676295,Female,Post Graduate,0,1,No,19,52,203643,yes,3,yes,rented
34,120748,Housewife,11354,785.1254260526289,Female,Under Graduate,1,6,No,4,38,614822,no,2,yes,own
68,42847,Business,4436,701.9632855883586,Male,Graduate,2,2,Yes,6,46,302927,no,2,no,rented
68,459572,Salaried,17724,778.2488788615723,Male,Under Graduate,2,3,No,33,36,951161,yes,3,no,owned
27,498149,Housewife,25630,839.4230386847921,Female,Post Graduate,0,4,No,6,29,878892,no,1,yes,rented
69,232900,Other,17669,800.90323782646,Male,Under Graduate,3,2,Yes,36,44,570723,no,1,no,rented
38,463325,Salaried,30120,833.8254047378383,Male,Post Graduate,3,2,Yes,2,34,636287,yes,1,yes,rented
59,461806,Other,27465,741.6775201504238,Male,Post Graduate,0,1,Yes,18,52,508029,yes,0,yes,owned
60,59156,Salaried,5597,639.969768570131,Male,Graduate,2,3,Yes,11,18,494186,yes,3,no,rented
54,92074,Business,6947,602.300099156008,Female,Graduate,2,2,Yes,24,42,275088,no,1,no,owned
62,318651,Salaried,21833,816.1150912044569,Male,Post Graduate,0,1,No,9,23,217113,yes,4,yes,owned
61,237002,Housewife,12111,621.6062720298879,Male,Under Graduate,3,4,Yes,23,33,247546,yes,4,no,owned
35,486435,Salaried,16436,840.2189833625716,Male,Under Graduate,1,1,Yes,1,55,445540,no,1,no,own
59,246019,Business,20975,722.0149665445448,Male,Graduate,2,1,No,10,31,738525,yes,0,yes,owned
36,91226,Business,8596,724.8929406174507,Female,Under Graduate,3,1,No,12,23,218073,yes,2,yes,rented
69,151012,Housewife,13421,652.745951422842,Female,Graduate,1,5,Yes,46,16,595156,yes,2,no,owned
28,385882,Housewife,26641,741.6160306395278,Female,Under Graduate,1,2,No,7,41,35354,yes,4,yes,own
61,147397,Salaried,12237,711.6453814867677,Female,Graduate,2,5,Yes,34,56,334010,yes,0,yes,rented
46,151534,Other,12111,834.2211936492209,Female,Graduate,0,4,Yes,9,35,111818,no,2,yes,own
51,425364,Business,8211,704.0563964986195,Male,Under Graduate,3,1,Yes,1,58,261247,yes,0,yes,owned
30,193081,Business,8119,754.6872007761193,Male,Under Graduate,1,6,No,10,40,345313,no,1,yes,own
31,480187,Salaried,23904,682.6318360964399,Female,Post Graduate,3,6,No,11,21,78961,no,1,no,own
56,43546,Other,5152,622.0405657743291,Female,Graduate,2,1,Yes,35,30,384969,no,1,yes,owned
59,305905,Other,27220,691.0748635043991,Female,Post Graduate,3,2,Yes,31,53,58379,no,2,no,owned
47,358631,Other,5289,803.1207660931329,Female,Graduate,2,4,No,16,46,324074,yes,2,no,own
46,353920,Business,22917,749.160864829124,Female,Graduate,2,3,No,26,42,727302,yes,2,yes,rented
53,82630,Housewife,5400,625.4643079522273,Female,Post Graduate,0,2,No,5,20,284732,no,1,yes,owned
55,297764,Salaried,17513,626.6698012330705,Male,Under Graduate,3,3,Yes,27,46,497045,yes,4,no,owned
66,210081,Other,14987,603.396669475103,Female,Post Graduate,0,5,Yes,18,42,132712,yes,2,no,owned
52,494197,Business,49142,751.3877905913113,Male,Post Graduate,3,3,Yes,9,48,803873,no,2,yes,owned
64,62844,Other,5454,733.0561499178675,Male,Graduate,2,3,No,29,27,26979,no,0,no,owned
32,460268,Housewife,20901,790.208089248344,Male,Graduate,3,6,No,8,46,701955,yes,3,yes,rented
52,489327,Salaried,27249,776.9073281462604,Female,Post Graduate,3,1,Yes,17,46,224059,no,1,no,rented
50,394191,Salaried,34744,738.198161302886,Female,Post Graduate,1,2,Yes,1,16,518028,yes,1,yes,own
59,266668,Housewife,21893,789.714422380101,Male,Under Graduate,0,2,Yes,24,41,304145,no,1,yes,rented
48,35127,Business,3785,757.699246875884,Female,Under Graduate,0,5,No,28,29,162235,yes,0,no,own
49,408333,Other,11981,845.2904614162895,Male,Post Graduate,2,4,Yes,26,10,577101,yes,2,no,own
53,210021,Housewife,7655,837.2061904184351,Female,Graduate,1,1,No,25,15,496459,no,1,no,rented
56,67794,Salaried,5892,792.9336401488993,Female,Under Graduate,1,6,No,2,57,471361,no,0,yes,owned
59,399532,Salaried,35667,645.6060315250726,Male,Under Graduate,3,6,No,2,23,698569,yes,3,no,owned
33,337809,Business,13262,687.016033106886,Female,Under Graduate,2,1,Yes,9,29,221558,yes,1,yes,rented
53,203872,Business,11196,664.2597640607031,Male,Post Graduate,1,1,Yes,21,35,387369,no,0,yes,rented
61,133690,Other,5790,746.3244257059694,Female,Under Graduate,2,5,Yes,31,50,331771,no,0,no,rented
56,397351,Salaried,22919,820.5192583688145,Female,Post Graduate,2,6,Yes,21,44,555687,yes,1,yes,owned
50,395493,Other,14415,632.9718523083451,Male,Under Graduate,2,4,Yes,31,33,522762,yes,0,no,own
59,225891,Housewife,10710,811.1501100604102,Male,Graduate,3,3,No,1,29,333338,yes,1,no,owned
42,407342,Other,5706,711.1203360835864,Male,Graduate,2,6,Yes,4,57,20164,yes,2,yes,own
31,346870,Salaried,5119,777.2286503133558,Male,Under Graduate,0,3,Yes,6,24,673485,yes,1,no,own
32,314866,Housewife,6065,739.6094134425227,Female,Post Graduate,0,6,No,1,41,187167,yes,2,yes,own
44,191635,Housewife,16934,619.9536045971734,Female,Graduate,3,2,Yes,12,10,360269,no,0,yes,own
37,417103,Housewife,19152,833.1549734838011,Female,Graduate,3,4,No,13,37,512874,yes,1,yes,own
62,83423,Business,5523,627.8285037851222,Male,Post Graduate,2,2,No,40,41,16498,yes,0,no,owned
67,233790,Other,19479,795.7383521428164,Male,Under Graduate,3,6,No,41,56,88807,no,0,no,owned
68,275200,Other,20266,619.0518053063831,Female,Under Graduate,3,5,No,21,20,89302,no,2,yes,owned
50,72961,Salaried,6135,777.88550923056,Male,Post Graduate,3,3,No,3,49,168049,yes,3,yes,own
57,98082,Business,7091,813.6616313990037,Female,Graduate,0,2,No,8,54,120467,yes,1,yes,owned
58,399154,Other,26882,768.7833396345578,Male,Post Graduate,2,1,Yes,20,39,471396,no,2,yes,owned
58,302788,Business,5417,612.7383800757636,Female,Under Graduate,2,6,No,31,14,594320,yes,1,no,rented
60,143781,Other,13443,722.5900291921956,Male,Graduate,0,6,Yes,11,45,368741,yes,3,no,owned
65,284551,Housewife,26869,618.0360395724687,Female,Under Graduate,2,4,No,25,39,628169,yes,3,no,owned
38,93302,Housewife,6561,753.7845276261924,Female,Graduate,0,2,Yes,12,28,90068,yes,2,yes,own
31,485223,Housewife,44891,676.9472802630748,Male,Under Graduate,0,1,No,4,32,133440,yes,0,no,own
28,496063,Housewife,24902,661.4163744426166,Male,Graduate,3,3,No,6,50,539152,yes,4,yes,rented
53,38818,Other,4229,715.7305642216267,Male,Under Graduate,0,3,Yes,19,18,194072,yes,4,yes,owned
61,275590,Other,22401,772.9575641676367,Female,Under Graduate,3,4,No,33,42,272681,yes,4,yes,rented
68,278249,Business,23974,666.0155325030162,Male,Post Graduate,3,2,No,23,44,190841,no,2,yes,owned
69,134450,Other,9058,835.5399005197912,Male,Under Graduate,2,5,Yes,50,45,174409,yes,3,yes,rented
49,396012,Other,17366,737.2395587227536,Female,Post Graduate,2,5,No,26,24,730635,yes,1,no,own
52,393684,Housewife,8384,769.8664095289465,Male,Post Graduate,2,1,No,2,11,356907,no,2,yes,owned
69,223887,Salaried,22285,669.894165239538,Male,Graduate,0,2,Yes,8,49,178757,yes,2,yes,rented
27,301307,Housewife,6410,670.4148121173515,Male,Under Graduate,0,2,No,6,49,171319,yes,4,yes,own
69,315963,Business,30622,703.6677352352082,Male,Graduate,2,4,Yes,47,18,200704,yes,4,yes,owned
35,201407,Business,18571,660.5779666391205,Male,Graduate,0,3,Yes,9,12,22599,yes,0,no,rented
34,480235,Salaried,39768,783.7261298944532,Male,Under Graduate,2,2,No,5,27,582407,yes,0,no,own
49,110738,Housewife,7253,609.0803041169193,Male,Post Graduate,3,2,No,5,19,92826,no,0,no,own
53,476439,Business,18860,778.9853953345568,Male,Graduate,3,5,Yes,28,41,27686,no,0,yes,owned
55,83736,Housewife,7540,621.5126254298245,Male,Post Graduate,3,3,Yes,16,51,534044,yes,0,no,owned
61,435191,Other,23715,773.8138749430345,Female,Graduate,2,3,No,17,29,716649,yes,2,yes,owned
34,113004,Salaried,9692,653.5277015610326,Female,Graduate,0,1,Yes,15,47,275572,yes,2,no,rented
46,469403,Other,24126,616.3378088717537,Female,Post Graduate,1,3,Yes,2,25,912582,no,0,no,own
53,346233,Salaried,7167,811.1123115069934,Female,Under Graduate,1,5,Yes,23,34,702471,no,1,no,rented
59,287769,Housewife,7816,641.6843791022953,Female,Graduate,1,3,Yes,12,20,28758,yes,4,no,owned
52,400713,Business,23558,680.6375571967103,Male,Graduate,1,1,Yes,27,39,278774,yes,2,yes,owned
66,491320,Salaried,41840,798.7534081883014,Male,Post Graduate,0,4,Yes,25,56,301684,yes,2,yes,owned
32,89562,Other,6353,636.3707847385563,Female,Under Graduate,2,1,No,12,51,506172,no,1,no,rented
36,388959,Housewife,29943,793.819954316199,Female,Graduate,3,3,Yes,5,41,567016,yes,3,no,rented
68,179260,Other,12421,633.0493053247538,Male,Under Graduate,2,2,No,25,10,47666,no,2,no,rented
53,465283,Salaried,28624,811.8021349536644,Female,Under Graduate,0,6,No,26,28,208524,no,1,yes,rented
27,75224,Salaried,6627,681.557532777544,Female,Under Graduate,2,4,Yes,5,54,72434,no,0,no,rented
43,403572,Housewife,18597,613.5198188122795,Male,Graduate,0,4,Yes,24,34,182365,yes,4,yes,own
57,300204,Other,12283,801.4043894379179,Male,Under Graduate,2,6,Yes,36,16,107214,no,1,no,owned
62,317953,Business,12020,634.7350550789905,Male,Post Graduate,2,3,No,12,25,175581,no,0,no,owned
36,138137,Other,11772,643.7236685055923,Male,Graduate,2,1,Yes,7,55,544943,no,1,no,own
55,394446,Business,27486,823.3582575821335,Male,Graduate,2,5,Yes,9,41,817164,yes,2,yes,owned
51,46825,Salaried,5286,846.2575924948418,Female,Under Graduate,1,2,Yes,8,21,461614,yes,0,yes,owned
58,335362,Other,8006,620.2590285845131,Female,Under Graduate,3,5,No,26,47,396323,yes,3,no,owned
38,43850,Business,4956,793.3594808093699,Female,Under Graduate,0,6,No,7,44,369295,yes,4,no,rented
52,260939,Housewife,10713,685.788141936459,Male,Under Graduate,1,4,No,12,47,521021,yes,3,no,owned
36,418420,Salaried,39500,609.0664454551971,Male,Graduate,3,2,Yes,1,57,754158,yes,1,no,own
52,85962,Business,8005,746.0326844947786,Male,Post Graduate,1,6,No,28,29,385955,yes,4,yes,owned
62,359567,Housewife,11181,794.29343717957,Male,Post Graduate,3,1,Yes,1,25,16183,no,0,no,owned
39,439409,Business,22445,655.0524331718681,Female,Graduate,3,4,Yes,14,20,907125,no,0,yes,rented
45,429009,Business,11857,631.3913937788168,Female,Post Graduate,0,1,Yes,12,57,288884,yes,1,no,rented
50,82744,Business,7170,756.7525395204624,Male,Graduate,0,4,Yes,4,40,113290,no,1,yes,rented
60,465150,Salaried,13399,707.0851346165335,Female,Under Graduate,0,4,Yes,7,51,82742,no,0,no,owned
30,320407,Business,26183,647.19951411196,Male,Post Graduate,0,6,No,2,39,368354,yes,0,yes,own
30,299740,Housewife,22957,626.1244146601877,Male,Under Graduate,2,6,Yes,8,33,512473,yes,0,yes,rented
67,259679,Other,11823,695.11188554548,Female,Under Graduate,0,2,Yes,14,16,327684,yes,0,no,owned
35,340750,Housewife,17349,801.9114047950637,Male,Under Graduate,3,4,Yes,8,55,251195,yes,4,no,own
65,440140,Salaried,13569,719.940858153894,Male,Post Graduate,1,6,No,41,57,159002,no,0,no,owned
66,466769,Housewife,34581,611.3540705766188,Male,Graduate,1,5,Yes,19,37,268007,yes,2,yes,owned
55,61784,Housewife,5214,655.416934336236,Male,Under Graduate,0,5,Yes,29,57,527956,yes,2,no,rented
34,435088,Salaried,7157,714.1769248882085,Male,Post Graduate,1,6,Yes,3,14,651187,no,2,yes,own
50,50413,Other,5920,696.7463353615017,Male,Graduate,2,1,No,22,36,127205,no,0,no,own
57,143790,Business,13967,713.0836034862511,Male,Post Graduate,2,4,Yes,8,43,31128,no,2,yes,owned
50,489156,Salaried,41916,604.716191391765,Male,Post Graduate,1,1,No,1,28,144027,no,2,yes,rented
53,81102,Housewife,7198,741.2703150537992,Female,Under Graduate,2,1,Yes,18,44,189261,no,0,no,owned
38,354859,Housewife,5975,782.6076953057285,Female,Under Graduate,2,4,Yes,13,10,779553,no,2,no,rented
69,235738,Salaried,10546,680.4851128259146,Female,Post Graduate,0,4,No,49,27,37982,no,2,no,rented
62,447287,Business,42119,723.1957887660562,Male,Under Graduate,1,4,Yes,43,12,631528,yes,4,no,owned
54,257181,Business,24330,690.9223066663141,Female,Graduate,3,1,Yes,35,55,426982,no,0,no,rented
45,440547,Salaried,8451,637.6095957760982,Male,Graduate,3,1,No,5,11,660465,no,0,no,own
39,327879,Business,9400,776.5088052780218,Male,Graduate,1,6,No,1,40,634224,no,2,yes,own
55,43772,Housewife,4658,632.9384716681741,Female,Post Graduate,0,2,No,8,27,461325,yes,3,yes,rented
51,314731,Salaried,29193,648.4668891478075,Male,Post Graduate,0,6,Yes,30,42,808938,no,2,no,owned
46,379831,Housewife,28145,631.2800152447664,Male,Under Graduate,3,2,No,1,34,596906,no,0,yes,own
60,264005,Salaried,7194,768.4340661040812,Male,Under Graduate,0,4,Yes,3,11,693290,yes,1,no,owned
55,457389,Other,40534,767.4705698512215,Female,Post Graduate,2,2,No,5,18,393736,no,2,no,owned
54,366909,Other,8671,772.5848364677147,Male,Graduate,3,6,No,2,18,137824,yes,3,yes,owned
29,259580,Business,22340,817.6373543600413,Female,Graduate,2,2,Yes,5,25,752913,no,2,yes,rented
35,494122,Salaried,10929,604.75368868462,Male,Under Graduate,3,2,Yes,9,24,384621,no,0,no,rented
66,424070,Salaried,10910,674.7491114771329,Male,Under Graduate,0,3,No,5,23,304654,no,0,yes,owned
47,481610,Housewife,24272,690.3973202870071,Female,Graduate,1,5,No,20,33,593706,no,2,no,rented
26,226485,Housewife,9967,759.5761456887169,Male,Graduate,1,6,Yes,2,12,217835,no,0,yes,own
49,495080,Other,24690,720.7536395970826,Female,Graduate,3,3,Yes,27,18,192093,yes,3,yes,own
33,123759,Housewife,6458,757.4494250913547,Male,Graduate,2,2,Yes,8,30,475310,yes,4,no,rented
56,450928,Salaried,42508,746.9152970695791,Female,Post Graduate,1,4,Yes,9,21,785686,yes,4,yes,owned
26,207872,Business,5549,634.4903260807903,Male,Under Graduate,0,6,Yes,6,21,518604,yes,1,yes,own
61,382025,Business,18713,799.9575581860099,Male,Post Graduate,3,4,No,5,18,584032,no,1,yes,owned
64,128078,Salaried,7688,651.4556828871978,Female,Graduate,1,6,No,14,38,187972,yes,0,no,owned
30,466145,Other,27729,750.5115695623504,Female,Post Graduate,2,4,Yes,3,54,775708,yes,0,yes,rented
52,34774,Salaried,4009,829.268665514319,Female,Graduate,0,6,Yes,32,51,128808,no,2,no,rented
37,182718,Salaried,11410,757.8121993036153,Female,Under Graduate,0,4,Yes,5,34,608982,yes,2,yes,own
32,94564,Salaried,5235,834.2970702505344,Female,Post Graduate,0,1,Yes,3,29,215567,yes,3,yes,own
65,160183,Salaried,15710,733.3131641492078,Female,Post Graduate,3,5,Yes,5,14,553794,no,1,yes,rented
56,290927,Other,9622,688.3905789773958,Male,Under Graduate,3,1,Yes,5,55,106259,yes,3,no,owned
44,118631,Business,5301,835.7389204934966,Male,Graduate,1,3,Yes,12,33,155715,yes,2,yes,rented
56,350202,Business,18494,779.685633987719,Female,Post Graduate,3,4,No,25,35,773785,no,2,yes,owned
58,366924,Salaried,35363,667.6882280481725,Female,Graduate,2,6,No,36,39,313094,yes,2,yes,rented
29,157374,Housewife,14706,671.4968639194102,Male,Post Graduate,0,2,No,3,19,547197,yes,3,no,own
56,95108,Other,6852,749.5228436080524,Female,Post Graduate,3,1,No,5,37,95456,no,0,no,owned
31,46552,Salaried,5020,837.9135200949976,Male,Graduate,2,6,No,4,44,191934,no,1,yes,rented
29,112717,Business,6558,700.252305993667,Male,Under Graduate,2,4,No,6,23,393076,no,2,yes,rented
32,242107,Other,17201,786.1079431556575,Female,Post Graduate,3,4,No,12,43,636040,yes,1,yes,rented
48,194041,Salaried,13111,750.9470910236345,Female,Under Graduate,0,6,No,29,22,109660,no,2,yes,own
30,207888,Housewife,8742,777.1481827491626,Female,Post Graduate,3,4,No,7,44,152398,no,1,yes,own
57,191328,Other,18027,709.5933878154354,Male,Graduate,3,5,No,25,27,403564,yes,0,yes,owned
40,495700,Housewife,24526,629.96674830685,Male,Graduate,0,6,No,15,42,812804,yes,4,no,rented
68,399410,Salaried,32832,608.1828692847027,Female,Post Graduate,3,3,Yes,38,35,752341,no,0,yes,owned
58,216393,Business,14209,835.8290513756713,Male,Graduate,1,2,No,33,13,404872,yes,3,no,owned
27,403543,Business,15947,708.6751818923082,Male,Graduate,2,4,Yes,4,22,66688,no,2,no,rented
43,78917,Salaried,7766,651.7916686108491,Male,Graduate,0,3,Yes,21,33,148095,yes,2,no,rented
53,137989,Housewife,6589,691.9700894891992,Female,Under Graduate,3,3,Yes,13,14,492988,yes,0,yes,owned
42,186204,Other,18381,693.2394217283517,Male,Graduate,3,5,Yes,3,44,223993,yes,4,no,rented
65,115178,Housewife,10821,825.7131058756145,Female,Post Graduate,1,2,No,34,34,20828,yes,4,no,owned
39,255150,Business,15744,666.1091827657627,Female,Under Graduate,3,5,Yes,14,27,267127,no,2,yes,own
29,378634,Business,26271,666.12435005615,Female,Under Graduate,2,1,Yes,10,24,151764,yes,3,no,rented
50,421507,Other,25349,610.1458959668273,Male,Post Graduate,1,1,Yes,3,27,510830,yes,4,no,rented
51,122072,Business,9950,651.6685387694621,Female,Graduate,2,1,No,7,19,463898,yes,3,yes,owned
28,164948,Salaried,5061,636.2742999302592,Male,Post Graduate,2,5,Yes,1,57,563276,no,2,no,rented
49,184004,Housewife,15897,675.8302245513709,Male,Graduate,1,6,No,23,24,371696,yes,2,no,rented
31,367670,Salaried,32727,841.6193498373726,Female,Post Graduate,3,4,No,8,48,138105,no,0,yes,rented
59,325485,Business,14897,702.2468850198218,Female,Post Graduate,0,2,No,23,50,96576,no,0,no,owned
64,467810,Salaried,40684,828.9851664819794,Male,Post Graduate,0,4,No,42,46,200112,yes,1,no,rented
68,202776,Other,12924,601.6124734057618,Female,Graduate,0,5,Yes,28,55,301598,yes,0,no,owned
32,233648,Other,21839,758.1999385522644,Female,Graduate,3,4,No,6,55,484987,yes,0,yes,own
51,386030,Housewife,8554,722.5333054218573,Female,Post Graduate,1,5,Yes,7,54,727712,yes,0,no,owned
50,167700,Housewife,8920,605.0374854669499,Male,Graduate,0,1,No,7,43,562263,no,1,no,own
57,58905,Business,5598,817.4243838257943,Male,Post Graduate,2,1,No,16,31,193443,no,0,yes,rented
49,175126,Other,13297,729.7552140318462,Male,Graduate,3,1,Yes,15,36,635141,no,0,yes,own
63,86081,Business,6589,633.2372567838386,Female,Graduate,3,3,Yes,29,41,423069,no,0,no,owned
64,334147,Housewife,19663,833.5503947322051,Male,Post Graduate,1,1,No,38,52,184867,yes,1,no,rented
46,442546,Other,35874,602.8510401223208,Female,Under Graduate,3,4,Yes,27,18,509955,yes,2,no,rented
68,288849,Business,6595,667.6322848219957,Female,Under Graduate,3,1,No,40,42,109542,no,2,no,owned
56,310164,Other,29247,683.9970429873163,Male,Under Graduate,2,5,Yes,33,25,148325,no,2,yes,owned
44,57045,Salaried,5244,739.220345892316,Male,Post Graduate,2,5,No,11,36,88591,yes,1,no,rented
33,495413,Housewife,20738,701.7942429074358,Female,Graduate,3,5,Yes,10,25,67881,no,2,yes,rented
41,36037,Business,3912,733.1221446786315,Female,Post Graduate,0,6,Yes,7,21,93007,yes,3,yes,rented
35,341719,Other,21168,616.428321631906,Male,Under Graduate,0,2,No,14,26,811133,no,1,yes,own
38,442854,Business,34541,807.9627991884714,Male,Under Graduate,3,6,No,15,13,494523,no,1,yes,own
31,163702,Other,10839,703.3577689299239,Male,Graduate,3,4,Yes,4,29,202574,yes,4,yes,own
29,69068,Salaried,5254,755.6503270962539,Male,Post Graduate,1,2,No,6,50,334935,no,0,yes,own
54,70155,Salaried,5779,609.4064211471543,Female,Post Graduate,2,4,Yes,14,40,174704,no,2,yes,rented
67,412212,Salaried,31887,816.5834363422867,Female,Post Graduate,0,2,Yes,10,34,229304,yes,3,no,rented
59,102565,Housewife,8987,630.3424159016861,Female,Post Graduate,3,5,Yes,33,39,412109,yes,2,yes,owned
62,59158,Other,5330,631.0378916804266,Male,Graduate,1,5,No,17,32,369508,yes,3,no,owned
40,367528,Other,35137,843.5083825807533,Female,Under Graduate,3,2,Yes,18,46,581324,no,1,yes,rented
66,372519,Other,6729,841.87143566414,Male,Graduate,3,4,No,35,51,51365,yes,2,yes,owned
65,484110,Housewife,26357,607.7902312402966,Female,Post Graduate,2,4,No,10,46,611427,yes,4,yes,owned
61,177365,Salaried,8956,777.5644470831994,Female,Graduate,0,6,Yes,12,49,628744,no,0,no,owned
67,248609,Other,23583,847.1090991738081,Male,Post Graduate,0,5,No,19,36,460494,no,2,no,owned
68,66218,Business,6025,790.5008129093944,Female,Graduate,3,3,Yes,22,42,540638,no,2,yes,owned
26,223347,Other,17759,674.448695049894,Female,Post Graduate,1,6,No,3,50,642447,no,1,yes,own
29,384000,Business,31590,821.9333991083217,Female,Under Graduate,3,4,Yes,1,35,560076,no,1,no,own
57,362322,Other,5048,770.6253149327982,Female,Under Graduate,3,2,Yes,5,55,609861,no,1,no,owned
62,168828,Other,15539,847.630622143498,Female,Under Graduate,1,1,No,34,37,63006,no,2,no,owned
65,61057,Other,5600,655.9528926504288,Female,Graduate,0,6,Yes,15,57,16371,no,2,no,owned
